timestamp,value
1701885600,0.9327818181815846
1701885601,0.9327818181815846
1701885602,0.9327818181815846
1701885603,0.9333272727270344
1701885604,0.9333272727270344
1701885605,0.9333272727270344
1701885606,0.9333272727270344
1701885607,0.9333272727270344
1701885608,0.9853090909071976
1701885609,0.9853090909071976
1701885610,0.9853090909071976
1701885611,0.9853090909071976
1701885612,0.9853090909071976
1701885613,0.933218181817946
1701885614,0.933218181817946
1701885615,0.933218181817946
1701885616,0.933218181817946
1701885617,0.933218181817946
1701885618,0.9332181818137046
1701885619,0.9332181818137046
1701885620,0.9332181818137046
1701885621,0.9332181818137046
1701885622,0.9332181818137046
1701885623,0.9851999999981093
1701885624,0.9851999999981093
1701885625,0.9851999999981093
1701885626,0.9851999999981093
1701885627,0.9851999999981093
1701885628,0.933654545454291
1701885629,0.933654545454291
1701885630,0.933654545454291
1701885631,0.933654545454291
1701885632,0.933654545454291
1701885633,0.9343636363676524
1701885634,0.9343636363676524
1701885635,0.9343636363676524
1701885636,0.9343636363676524
1701885637,0.9343636363676524
1701885638,0.985963636366002
1701885639,0.985963636366002
1701885640,0.985963636366002
1701885641,0.985963636366002
1701885642,0.985963636366002
1701885643,0.9335999999997676
1701885644,0.9335999999997676
1701885645,0.9335999999997676
1701885646,0.9335999999997676
1701885647,0.9335999999997676
1701885648,0.9324036870671306
1701885649,0.9324036870671306
1701885650,0.9324036870671306
1701885651,0.9324036870671306
1701885652,0.9324036870671306
1701885653,0.9844909090932312
1701885654,0.9844909090932312
1701885655,0.9844909090932312
1701885656,0.9844909090932312
1701885657,0.9844909090932312
1701885658,0.9326727272724712
1701885659,0.9326727272724712
1701885660,0.9326727272724712
1701885661,0.9326727272724712
1701885662,0.9326727272724712
1701885663,0.9328909090949143
1701885664,0.9328909090949143
1701885665,0.9328909090949143
1701885666,0.9328909090949143
1701885667,0.9328909090949143
1701885668,0.9847090909071912
1701885669,0.9847090909071912
1701885670,0.9847090909071912
1701885671,0.9847090909071912
1701885672,0.9847090909071912
1701885673,0.9321272727312712
1701885674,0.9321272727312712
1701885675,0.9321272727312712
1701885676,0.9321272727312712
1701885677,0.9321272727312712
1701885678,0.9321818181815864
1701885679,0.9321818181815864
1701885680,0.9321818181815864
1701885681,0.9321818181815864
1701885682,0.9321818181815864
1701885683,0.9844363636344662
1701885684,0.9844363636344662
1701885685,0.9844363636344662
1701885686,0.9844363636344662
1701885687,0.9844363636344662
1701885688,0.932563636359158
1701885689,0.932563636359158
1701885690,0.932563636359158
1701885691,0.932563636359158
1701885692,0.932563636359158
1701885693,0.9327818181815596
1701885694,0.9327818181815596
1701885695,0.9327818181815596
1701885696,0.9327818181815596
1701885697,0.9327818181815596
1701885698,0.984436363638691
1701885699,0.984436363638691
1701885700,0.984436363638691
1701885701,0.984436363638691
1701885702,0.984436363638691
1701885703,0.9319053766609262
1701885704,0.9319053766609262
1701885705,0.9319053766609262
1701885706,0.9319053766609262
1701885707,0.9319053766609262
1701885708,0.9316909090906764
1701885709,0.9316909090906764
1701885710,0.9316909090906764
1701885711,0.9316909090906764
1701885712,0.9316909090906764
1701885713,0.9838363636344843
1701885714,0.9838363636344843
1701885715,0.9838363636344843
1701885716,0.9838363636344843
1701885717,0.9838363636344843
1701885718,0.9321818181773364
1701885719,0.9321818181773364
1701885720,0.9321818181773364
1701885721,0.9321818181773364
1701885722,0.9321818181773364
1701885723,0.9324545454585362
1701885724,0.9324545454585362
1701885725,0.9324545454585362
1701885726,0.9324545454585362
1701885727,0.9324545454585362
1701885728,0.983945454547806
1701885729,0.983945454547806
1701885730,0.983945454547806
1701885731,0.983945454547806
