timestamp,value
1701885600,0.0046162670137502
1701885601,0.0046162670137502
1701885602,0.0046162670137502
1701885603,0.0046162670137502
1701885604,0.0046162670137502
1701885605,0.0046162670137502
1701885606,0.0046162670137502
1701885607,0.0046162670137502
1701885608,0.0046829853489265
1701885609,0.0046829853489265
1701885610,0.0044027233440858
1701885611,0.0044922544777996
1701885612,0.0045817856115133
1701885613,0.0053718680228261
1701885614,0.0053718680228261
1701885615,0.0053718680228261
1701885616,0.0053718680228261
1701885617,0.0053718680228261
1701885618,0.0053718680228261
1701885619,0.0053718680228261
1701885620,0.0053718680228261
1701885621,0.0061274463368938
1701885622,0.0061274463368938
1701885623,0.0061274463368938
1701885624,0.0061274463368938
1701885625,0.0061274463368938
1701885626,0.0061274463368938
1701885627,0.0061274463368938
1701885628,0.0061831594754968
1701885629,0.0071523414814659
1701885630,0.0071523414814659
1701885631,0.0071523414814659
1701885632,0.0071523414814659
1701885633,0.0071523414814659
1701885634,0.0061579586401527
1701885635,0.0061579586401527
1701885636,0.0061579586401527
1701885637,0.0061579586401527
1701885638,0.0061579586401527
1701885639,0.0061579586401527
1701885640,0.0061579586401527
1701885641,0.0061579586401527
1701885642,0.0061579586401527
1701885643,0.0055341382927034
1701885644,0.0055341382927034
1701885645,0.0051567940764511
1701885646,0.0051567940764511
1701885647,0.0051567940764511
1701885648,0.0051567940764511
1701885649,0.0051567940764511
1701885650,0.0051567940764511
1701885651,0.0051567940764511
1701885652,0.0051567940764511
1701885653,0.0051567940764511
1701885654,0.0051567940764511
1701885655,0.0050400008533478
1701885656,0.0050400008533478
1701885657,0.0050400008533478
1701885658,0.0050400008533478
1701885659,0.0050400008533478
1701885660,0.0050400008533478
1701885661,0.0050400008533478
1701885662,0.0050400008533478
1701885663,0.0050400008533478
1701885664,0.0050400008533478
1701885665,0.0050400008533478
1701885666,0.0050400008533478
1701885667,0.0050400008533478
1701885668,0.0038246375886069
1701885669,0.0038246375886069
1701885670,0.0038246375886069
1701885671,0.0038246375886069
1701885672,0.0038246375886069
1701885673,0.0038246375886069
1701885674,0.0038246375886069
1701885675,0.0038246375886069
1701885676,0.0038246375886069
1701885677,0.0038246375886069
1701885678,0.0037945830214501
1701885679,0.0037945830214501
1701885680,0.0037945830214501
1701885681,0.0034835572336501
1701885682,0.0039417624867152
1701885683,0.0039417624867152
1701885684,0.0039417624867152
1701885685,0.0039417624867152
1701885686,0.0039417624867152
1701885687,0.0039417624867152
1701885688,0.0039417624867152
1701885689,0.0039417624867152
1701885690,0.0039799707236933
1701885691,0.0039799707236933
1701885692,0.0039799707236933
1701885693,0.0039799707236933
1701885694,0.0040231285584452
1701885695,0.0040231285584452
1701885696,0.0040231285584452
1701885697,0.0040231285584452
1701885698,0.0040231285584452
1701885699,0.0040231285584452
1701885700,0.0040231285584452
1701885701,0.0040231285584452
1701885702,0.0035650534644771
