timestamp,value
1701885600,903.3220338983052
1701885601,945.4915254237288
1701885602,945.4915254237288
1701885603,959.5932203389832
1701885604,959.5932203389832
1701885605,959.5932203389832
1701885606,978.9830508474575
1701885607,959.5932203389832
1701885608,952.542372881356
1701885609,952.542372881356
1701885610,1154.4406779661017
1701885611,1917.6949152542368
1701885612,2105.35593220339
1701885613,2105.35593220339
1701885614,2105.35593220339
1701885615,2105.35593220339
1701885616,2105.35593220339
1701885617,2105.35593220339
1701885618,2098.37621614292
1701885619,2098.5540657366123
1701885620,2098.3050847457625
1701885621,2156.745762711864
1701885622,2163.7966101694915
1701885623,2163.7966101694915
1701885624,2163.7966101694915
1701885625,2163.7966101694915
1701885626,2163.7966101694915
1701885627,2163.7966101694915
1701885628,2156.745762711864
1701885629,2156.745762711864
1701885630,2156.745762711864
1701885631,2156.745762711864
1701885632,2170.8474576271187
1701885633,2170.8474576271187
1701885634,2170.8474576271187
1701885635,2170.8474576271187
1701885636,2170.8474576271187
1701885637,2170.8474576271187
1701885638,2163.7966101694915
1701885639,2163.7966101694915
1701885640,2163.7966101694915
1701885641,2193.491525423729
1701885642,2207.593220338983
1701885643,2207.593220338983
1701885644,2207.593220338983
1701885645,2207.593220338983
1701885646,2207.593220338983
1701885647,2207.1443096319394
1701885648,1546.856465005931
1701885649,1578.793939188502
1701885650,1434.9830508474577
1701885651,1417.084745762712
1701885652,1424.135593220339
1701885653,1424.135593220339
1701885654,1424.135593220339
1701885655,1424.135593220339
1701885656,1424.135593220339
1701885657,1424.135593220339
1701885658,1453.8305084745762
1701885659,1483.5254237288136
1701885660,1455.457627118644
1701885661,1455.457627118644
1701885662,1441.3559322033898
1701885663,1448.406779661017
1701885664,1429.0169491525423
1701885665,1409.627118644068
1701885666,1409.627118644068
1701885667,1409.627118644068
1701885668,1409.627118644068
1701885669,1207.6878749872883
1701885670,464.8135593220339
1701885671,277.1431476899088
1701885672,277.1525423728813
1701885673,284.20338983050846
1701885674,284.20338983050846
1701885675,284.20338983050846
1701885676,284.20338983050846
1701885677,284.20338983050846
1701885678,284.20338983050846
1701885679,284.20338983050846
1701885680,225.7627118644068
1701885681,218.71186440677965
1701885682,218.71186440677965
1701885683,225.7435810524532
1701885684,225.7627118644068
1701885685,225.7627118644068
1701885686,225.7627118644068
1701885687,225.7627118644068
1701885688,225.7627118644068
1701885689,225.7627118644068
1701885690,225.7627118644068
1701885691,250.03389830508476
1701885692,274.4406779661017
1701885693,281.49152542372883
1701885694,281.49152542372883
1701885695,281.49152542372883
1701885696,281.49152542372883
1701885697,281.49152542372883
1701885698,281.49152542372883
1701885699,281.49152542372883
1701885700,313.76271186440675
1701885701,339.6610169491525
1701885702,339.6610169491525
1701885703,339.6610169491525
1701885704,346.7118644067797
1701885705,346.7118644067797
1701885706,346.78239641961073
1701885707,346.77063909137144
1701885708,318.112478389098
1701885709,318.10169491525426
1701885710,356.8813559322034
1701885711,349.8305084745763
1701885712,349.8305084745763
1701885713,349.8305084745763
1701885714,356.8813559322034
1701885715,356.8813559322034
1701885716,356.8813559322034
1701885717,327.1864406779661
1701885718,290.4406779661017
1701885719,276.33898305084745
1701885720,276.33898305084745
